"","Basal_1","Basal_2","Basal_3","Luminal_1","Luminal_2","Luminal_3"
"ENSG00000123201",31.814,38.214,24.363,33.345,70.013,37.987
"ENSG00000123213",5143.775,2905.976,4469.391,2004.685,1334.934,2325.982
"ENSG00000123219",60.196,57.033,49.992,35.058,34.778,39.268
"ENSG00000123240",9982.537,11250.478,9965.098,15429.829,14952.201,14217.833
"ENSG00000123243",271.791,358.455,468.123,127.393,216.641,161.134
"ENSG00000123268",5133.291,2370.046,4225.999,3770.429,2329.409,3872.816
"ENSG00000123297",2766.659,1412.214,2057.752,1731.428,789.493,1575.875
"ENSG00000123307",0,0,0,0,0,0
"ENSG00000123329",34.999,16.999,38.001,10,11,25
"ENSG00000123338",24.064,15.07,12.807,6.186,16.851,18.959
"ENSG00000123342",58,108,32.999,19.939,68.018,36.001
"ENSG00000123352",1471.754,1691.432,1770.822,1273.635,1601.77,1671.768
"ENSG00000123353",4111.137,3058.784,3013.721,4769.548,3255.082,4212.75
"ENSG00000123358",6155.018,6591.83,25826.687,3833.964,9987.522,31412.606
"ENSG00000123360",11.018,15.244,6.894,10.968,14.252,7
"ENSG00000123364",5,0,3,2,1,5
"ENSG00000123374",2179.049,2388.211,1640,2436.436,2414.118,2222
"ENSG00000123384",2967.44,21501.877,4181.983,937.044,3425.011,1416.05
"ENSG00000123388",0,0,1,0,1,0
"ENSG00000123395",6598.483,3848.097,5937.999,4923.176,3199.44,5598.001
"ENSG00000123405",4,1,3,2,3,4
"ENSG00000123407",1,0,0,0,0,0
"ENSG00000123411",86,120.002,144,100,103.001,157.001
"ENSG00000123415",1082.63,915.754,661.572,1362.843,1008.82,826.13
"ENSG00000123416",123637.466,63818.724,95558.069,72859.907,37136.919,65246.109
"ENSG00000123427",537.158,430.433,365.981,498.605,395.318,400.669
"ENSG00000123447",0,0,0,0,0,0
"ENSG00000123453",18.535,13.555,43.074,23.025,20.623,34.468
"ENSG00000123454",2,0,0,0,0,1
"ENSG00000123472",2525.935,1636.495,2085.384,2015.78,1277.127,1861.868
"ENSG00000123473",278.961,218.141,306.646,587.826,416.356,552.888
"ENSG00000123485",92.815,122.033,59.287,64.158,93.78,49.825
"ENSG00000123496",2421.298,1003.505,2374,376.999,715.003,559
"ENSG00000123500",1,0,2,1,0,0
"ENSG00000123505",42487.877,19530.755,35541.855,33494.66,14050.738,38228.416
"ENSG00000123545",5050.87,1758.893,3739,1767.378,489.085,1686
"ENSG00000123552",2672.82,1960.226,2446.976,1649.516,997.2,1882
"ENSG00000123560",1,0,1,2,0,7
"ENSG00000123561",2,1,4,3,0,2
"ENSG00000123562",28581.82,24783.594,22443.996,26193.709,21243.858,21523.999
"ENSG00000123569",0,0,0,0,0,0
"ENSG00000123570",33,37,42,48,25,52
"ENSG00000123572",36,14,48,42,12,40
"ENSG00000123575",7185.985,6297.609,6002,7497.229,6402.623,6800.789
"ENSG00000123576",1,0,0,1,0,0
"ENSG00000123584",0,0,0,0,0,0
"ENSG00000123594",0,0,0,0,0,0
"ENSG00000123595",3672.831,4177.577,3126.997,5255.813,6905.34,6555
"ENSG00000123600",3614.908,2065.595,2853.996,842.606,589.664,1083.226
"ENSG00000123607",948.177,1124.001,1046.732,591.463,855.459,915.146
"ENSG00000123609",1545.914,1011.016,1380,2839.303,1388.355,2014.027
"ENSG00000123610",18,2,3,15,10,36
"ENSG00000123612",69,61,58,65,61,75
"ENSG00000123636",6269.524,8064.275,4786.496,11536.93,14286.277,9501.163
"ENSG00000123643",611.432,487.193,332,417,454.049,356.999
"ENSG00000123684",16491.225,13581.016,14842.45,12721.388,8358.231,11606.64
"ENSG00000123685",662.001,124.061,238.001,1539.224,345.003,347
"ENSG00000123689",7255.759,7627.87,4268,1749.907,1525.982,2871.005
"ENSG00000123700",1196.849,840.147,660,274,216,219
"ENSG00000123728",3343.507,2266.349,3260.001,2770.533,2324.945,2914.001
"ENSG00000123737",2030.776,1254.415,1710.002,1205.354,770.295,1194.001
"ENSG00000123739",2110.979,1480.763,1583.107,1802.485,1313.062,1250.59
"ENSG00000123810",259.911,112.359,80.785,482.284,245.749,231.399
"ENSG00000123815",411.158,136.082,301.987,699.36,414.277,594.777
"ENSG00000123836",2455.807,3804.279,2290.999,3243.242,5692.005,4832
"ENSG00000123838",7,15,2.014,53,25.001,28.019
"ENSG00000123843",34.557,70.321,44.072,47.965,59.514,37.885
"ENSG00000123870",157.193,228.255,193.366,281.431,259.51,280.522
"ENSG00000123892",919.15,723.338,895,92,102,196
"ENSG00000123901",17.007,22.542,23.24,15.174,14.628,27.952
"ENSG00000123908",18232.705,17556.477,17863.008,10906.135,13668.86,15907.224
"ENSG00000123933",1096.726,1307.439,973,1865.104,1436.323,1609.004
"ENSG00000123965",79.03,63.433,42.577,57.971,42.1,41.378
"ENSG00000123975",1167.716,442.336,880,553.419,387.534,655
"ENSG00000123977",7.932,21.043,12.269,11.113,15.087,13.608
"ENSG00000123983",16722.329,13360.458,12856.65,17936.021,13784.809,15622.062
"ENSG00000123989",3714.6,3370.776,3330.306,3725.933,2610.281,3165.167
"ENSG00000123992",8553.266,4738.755,7409.995,5639.36,3347.115,5640.896
"ENSG00000123999",0,6,3,0,2,2
"ENSG00000124003",0,2,0,1,2,1
"ENSG00000124006",2206.708,1996.975,2165.572,2645.916,2581.732,2700.001
"ENSG00000124019",7,2,9,1,3,5
"ENSG00000124067",7074.144,6864.537,7688.987,3206.894,3205.803,4279.665
"ENSG00000124074",700.368,667,425.999,766.398,730.289,507.999
"ENSG00000124089",0,0,0,0,0,0
"ENSG00000124091",0,0,0,0,0,0
"ENSG00000124092",11.083,60.53,15.394,13.037,40.915,19.184
"ENSG00000124097",22.511,17.641,51.43,18.122,23.345,40.055
"ENSG00000124098",3138.753,2797.093,2009.455,3733.808,3428.307,2940.801
"ENSG00000124102",2275.379,525.129,856,9092.602,1671.433,9261
"ENSG00000124103",7.511,5.705,15.728,3,5.343,13.938
"ENSG00000124104",742.078,1068.163,810.001,649.182,470.867,676
"ENSG00000124107",8921.47,5474.979,2878.913,19369.053,10100.653,14605.027
"ENSG00000124116",250.332,191.616,93,571,316.999,247
"ENSG00000124120",4975.846,2621.482,4481.245,3049.877,1922.532,3595.55
"ENSG00000124126",207,216.002,310,126,547.98,493
"ENSG00000124134",32,27,22,52,17,26
"ENSG00000124140",2,0,3,4,0,1
"ENSG00000124143",23,28,7,83,76,229
"ENSG00000124145",78041.672,84594.198,90630.636,72764.705,49775.433,94112.595
"ENSG00000124151",7704.056,11195.847,5960.647,10644.297,14582.775,10274.23
"ENSG00000124155",3443.139,2311.671,2239.275,3259.315,2490.216,3049.493
"ENSG00000124157",6,0,1,15,3,18
"ENSG00000124159",25.71,26,17,23.01,30.001,37
"ENSG00000124160",5415.06,2145.199,3888,4730.331,1960.212,4008
"ENSG00000124164",3139.825,2679.164,2515,2988.719,2422.212,2453
"ENSG00000124171",8015.986,8765.268,8487.126,8527.309,13823.595,11791.251
"ENSG00000124172",12534.493,8024.057,9053.763,10138.336,7107.617,8602
"ENSG00000124177",6535.502,8961.62,5394,9011.683,12658.595,8423.986
"ENSG00000124181",2796.49,4525.097,3137.002,2139.185,2324.295,2063.056
"ENSG00000124191",13,6,27,29,12,21
"ENSG00000124193",28270.398,13386.209,26919.936,19537.33,11188.299,24582.067
"ENSG00000124194",6,3,6,3,0,1
"ENSG00000124196",0,0,0,0,0,0
"ENSG00000124198",9445.08,6834.825,6806.643,11572.945,10546.247,9648.982
"ENSG00000124201",14110.898,12318.316,12863.868,15774.915,16620.735,15143.647
"ENSG00000124203",4,0,2,5,4,5
"ENSG00000124205",12.554,8,6,0,1,0
"ENSG00000124207",22227.513,15179.849,16809,9363.442,6804.371,9641.937
"ENSG00000124208",725.372,735.348,471.715,201.457,314.177,286.315
"ENSG00000124209",8555.919,7033.743,7246.715,7080.271,6880.055,7353.79
"ENSG00000124212",49.549,114.011,56.054,48.924,111.052,56.236
"ENSG00000124214",10673.374,10521.495,8745.507,12739.875,14454.889,12130.847
"ENSG00000124215",140,714.001,61.999,233.999,447.027,533.001
"ENSG00000124216",168.185,132.003,385,120.041,175.811,337
"ENSG00000124217",2098.282,1166.761,1686.607,1199.044,922.29,1337.972
"ENSG00000124222",1395.106,2960.185,1472.682,1341.851,2422.884,1270.637
"ENSG00000124224",230,389.003,308,267.068,470.045,362
"ENSG00000124225",21784,11311.496,15813.001,23667.005,17783.46,23446.932
"ENSG00000124226",7895.523,5785.151,5842.699,7512.525,6385.337,6709.9
"ENSG00000124227",48.738,102.573,57.219,61.291,114.207,50.937
"ENSG00000124228",9756.478,6354.82,6622.468,6046.79,3787.044,4940.154
"ENSG00000124232",1,0,0,0,0,0
"ENSG00000124233",2,1,0,4,0,16
"ENSG00000124237",0,0,1,0,1,0
"ENSG00000124243",423.587,359.679,416,159,300,250.999
"ENSG00000124249",214,126,118,187,61,138
"ENSG00000124251",3,6.002,2,0,5,6
"ENSG00000124253",0,2,9,5,0,5
"ENSG00000124256",38.007,61.999,36.99,141.472,219.41,135.959
"ENSG00000124257",95,89.056,90,49,78.003,81
"ENSG00000124260",20.212,41.878,9.057,16.458,34.756,14.066
"ENSG00000124275",7383.713,4059.813,5497.001,4451.332,2631.334,3900
"ENSG00000124279",1244.955,484.068,952,987.343,485.001,807.863
"ENSG00000124299",3389.702,1998.413,2565.195,2635.595,1679.645,2572.011
"ENSG00000124302",48.629,6.214,5.102,8.488,31.714,7.622
"ENSG00000124313",2.766,83.062,20.72,75.672,152.305,56.422
"ENSG00000124343",118.505,64.257,37.26,25.908,19.058,10
"ENSG00000124356",489.056,520.542,454.014,684.342,430.712,467.074
"ENSG00000124357",2592.405,2261.733,2274.027,3233.014,2213.109,2423.453
"ENSG00000124370",301.978,267.072,224,495,447.138,403
"ENSG00000124374",470,436.029,319,836.04,705.048,536
"ENSG00000124380",3129.788,2310.509,2377.453,2730.112,2328.235,2516.504
"ENSG00000124383",6727.44,3268.67,5052.699,4229.534,2103.65,3481.191
"ENSG00000124391",8,7,29,33,20,47
"ENSG00000124399",1.01,0,0,1.007,0,0
"ENSG00000124406",558.001,551.351,410.242,1157.03,1087.01,986.705
"ENSG00000124422",26979.357,20321.188,19833.473,30646.096,23350.19,27888.602
"ENSG00000124429",2177.622,4491.669,2408.676,2918.338,7012.14,4663
"ENSG00000124440",34.977,84.443,22.258,27.09,76.52,19.155
"ENSG00000124444",1366.497,765.005,972.612,1337.199,854.734,1191.804
"ENSG00000124449",0,1,0,0,0,2
"ENSG00000124459",1818.393,958.134,1530.342,1839.844,1193.788,1662
"ENSG00000124466",3016.734,7854.879,3029.001,1430,2475.932,2221.999
"ENSG00000124467",9.157,8.043,4.027,3,7.734,1
"ENSG00000124469",21.214,46.872,17.789,9.377,43.978,22.01
"ENSG00000124479",0,0,0,0,0,0
"ENSG00000124486",3775.705,4907.89,3854.764,3370.745,4130.616,4003.95
"ENSG00000124490",2,4,0,15,19,1
"ENSG00000124491",1,0,0,71.017,6,27
"ENSG00000124493",50.012,47,40,9.058,8.999,7
"ENSG00000124496",718.19,1229.098,330.439,572.106,532.023,544.163
"ENSG00000124507",3,1,2,6,33,10
"ENSG00000124508",706.015,1202.815,1423.388,1563.772,2261.299,2021.67
"ENSG00000124523",421.396,280.261,379.708,443.489,246.475,366.404
"ENSG00000124532",3742.916,2390.671,3042.344,2834.558,1829.979,2534.947
"ENSG00000124535",8205.697,4921.145,6499.999,5352.148,4081.57,5447.634
"ENSG00000124541",6563.63,3024.431,5086.046,4023.014,1921.688,3758.357
"ENSG00000124549",46.916,46.001,46,65,92,57
"ENSG00000124562",6014.772,3005.832,4344.001,3211.158,1592.238,2975.999
"ENSG00000124564",0,0,1,1,0,0
"ENSG00000124568",0,1,0,0,1,0
"ENSG00000124570",4053.922,2786.197,2929.894,6970.084,4664.421,6005.876
"ENSG00000124571",13949.81,10046.472,10172.668,5699.891,4294.354,5515.633
"ENSG00000124574",1892.137,1845.219,1602.227,1507.507,1176.811,1286.211
"ENSG00000124575",3334.397,4021.356,1610,2610.238,3634.156,1973
"ENSG00000124587",621.016,1177.531,516,872.003,1431.756,693
"ENSG00000124588",674.004,625.39,793.999,882.559,548.483,864
"ENSG00000124593",421.084,784.86,656.977,380.91,714.583,653.389
"ENSG00000124596",1230.725,892.68,960.903,1337.996,965.176,1092.622
"ENSG00000124602",46.501,58.863,39.098,58.856,66.339,56.379
"ENSG00000124608",2705.355,1927.77,2304.64,1470.021,1289.955,1512.664
"ENSG00000124610",65,39.041,54,67,22,37
"ENSG00000124613",76,80,55,62,59,38
"ENSG00000124614",2394.655,516.877,1339.509,987.224,234.233,849.561
"ENSG00000124615",248.084,67.259,190,540.001,192,486.862
"ENSG00000124635",1353.256,621.882,1005.979,871.184,457.753,751.348
"ENSG00000124641",1900.696,1462.511,1462.857,1877.666,1180.68,1611.33
"ENSG00000124657",2,1,5,2,0,4
"ENSG00000124659",2124.858,1508.081,1757,2071.27,1536.726,1925
"ENSG00000124664",530,231,401,3093.522,1754.748,3460
"ENSG00000124678",1,4,1,11,8,4
"ENSG00000124688",2111.894,1748.131,1667,1998.431,1773.142,1787.994
"ENSG00000124701",1,1,1,0,0,0
"ENSG00000124702",4636.643,5066.213,2856,6545.207,7768.583,5437
"ENSG00000124713",33,27,38,93,270.192,112
"ENSG00000124721",2,4,7,26,22,39
"ENSG00000124731",5,8,1,5,1,2
"ENSG00000124733",67.317,56.347,38.997,44.358,26.367,41.487
"ENSG00000124743",124,224,125,69,177.2,163
"ENSG00000124749",27,41,84,3,11,22
"ENSG00000124762",20847.71,23232.727,26421.075,23416.156,20884.378,31374.56
"ENSG00000124766",14298.179,22898.003,12827.998,44595.15,60062.79,37262.612
"ENSG00000124767",12023.112,9622.71,9130,11750.687,8510.777,10698.996
"ENSG00000124772",6,7,7,9,4,9
"ENSG00000124780",0,0,1,0,0,0
"ENSG00000124782",5696.597,12393.628,5192.997,8244.24,15986.05,8149.965
"ENSG00000124783",16331.211,13344.505,13349.27,20249.382,12864.655,14418.402
"ENSG00000124784",6688.955,3264.858,5704,2856.393,1488.733,3583
"ENSG00000124785",2,3,2,3,21,4
"ENSG00000124786",464.426,585.765,340.81,565.347,952.433,577.728
"ENSG00000124787",1235.14,484.557,897,414.279,177.021,388
"ENSG00000124788",5001.15,8455.665,6927.586,5066.414,8164.235,8682.565
"ENSG00000124789",19975.978,12747.305,19395.502,9333.944,8495.211,13877
"ENSG00000124795",2161.902,1760.56,1589.539,1672.787,1777.616,2099.119
"ENSG00000124802",5324.114,1711.11,3248.001,3351.267,1008.067,2320.784
"ENSG00000124812",0,0,0,3,0,0
"ENSG00000124813",962.958,1954.027,832.553,1096.997,1585.616,874.198
"ENSG00000124818",2,8,5,3,5,1
"ENSG00000124827",0,1,0,0,0,0
"ENSG00000124831",20207.455,24822.326,15193.934,25016.194,27754.48,19396.231
"ENSG00000124839",205.047,121,100.999,935,423,484
"ENSG00000124875",35876.092,10923.422,20736.913,75477.604,29548.583,92588.535
"ENSG00000124882",8011.579,3103.675,3756.195,820.154,956.16,1001.138
"ENSG00000124900",0,0,0,1,0,0
"ENSG00000124920",26,252.319,13,54.999,594.097,110.796
"ENSG00000124935",9,2,2,131,10,32
"ENSG00000124939",33.005,34,12,138,159,178
"ENSG00000124942",210177.106,449002.292,212304.209,99681.957,251179.373,155676.582
"ENSG00000125037",5927.968,4199.881,3849.672,7399.407,5142.774,5723.908
"ENSG00000125046",66.001,84.007,180.999,55.999,77.999,176.001
"ENSG00000125084",1,0,1,1,1,0
"ENSG00000125089",4737.909,6405.947,5590.228,1962.151,1408.387,2362.644
"ENSG00000125107",26969.003,28448.789,20405,21273.524,26200.37,21298.269
"ENSG00000125122",13.158,30.999,21,31.001,13.493,31
"ENSG00000125124",668.54,294.273,345.126,649.225,432.718,702.821
"ENSG00000125144",91.495,108.925,97.555,215.768,258.841,765.994
"ENSG00000125148",9961.572,5379.318,8537.4,5968.005,4288.572,6973.086
"ENSG00000125149",1811.036,1164.564,1428.591,1489.344,1166.753,1306.778
"ENSG00000125166",16518.284,14303.739,13354.01,10997.326,8749.066,10072
"ENSG00000125170",1249.036,1808.549,1186,1204.396,1711.194,1493.002
"ENSG00000125207",13,31.595,30.313,8.001,23.086,7.001
"ENSG00000125245",0,0,0,0,0,0
"ENSG00000125246",162.83,151.397,113.826,77,52.063,56.398
"ENSG00000125247",1596.49,1258.059,1353,1918.999,1096.273,1833.002
"ENSG00000125249",3848.555,2573.407,3230.987,4077.795,2419.009,3697.305
"ENSG00000125255",1,3,0,1,4,4
"ENSG00000125257",774.053,388.07,567.268,257.587,277.046,682.584
"ENSG00000125285",77.01,121,31,158,121,125
"ENSG00000125304",26948.664,19488.39,18363.531,47965.849,31308.178,35741.086
"ENSG00000125319",75.999,44.001,70,50,37,56
"ENSG00000125337",2,2,0,3,0,0
"ENSG00000125347",20904.831,17077.461,31977.934,19550.946,22628.59,44238.81
"ENSG00000125351",727.953,548.523,626,457.024,444,481.999
"ENSG00000125352",1011.951,795.472,620,1044.713,910.328,725
"ENSG00000125354",285.665,196.001,236.999,320,251.966,324.999
"ENSG00000125355",5,4,19,2,1,1
"ENSG00000125356",3878.919,2943.416,2692,4355.806,2991.532,3203
"ENSG00000125363",0,0,0,1,1,1
"ENSG00000125375",573.54,525.58,511.791,773.274,660.86,779.279
"ENSG00000125378",164.001,79.006,116,185,110,130
"ENSG00000125384",100,16,22,199.036,79,157
"ENSG00000125385",1,0,2,2,0,0
"ENSG00000125386",2218.884,2150.438,2362,1976.374,2267.511,2752.047
"ENSG00000125388",308.065,362.308,505.331,137.76,176.151,263.638
"ENSG00000125398",2651.296,1908.531,2656,4817.432,1986.934,3729.17
"ENSG00000125409",2,18.511,17.007,5,9.189,10
"ENSG00000125414",2.003,1,1.001,0,2,0
"ENSG00000125430",191.647,118.412,194.987,190.135,74.403,319.21
"ENSG00000125434",9,15,12,16,24,36
"ENSG00000125445",8183.616,3733.425,5836,3953.527,2285.866,4045
"ENSG00000125447",2176.727,2530.661,1716.042,1882.647,2618.134,2108.994
"ENSG00000125449",635.11,470,506,730.056,444.37,668
"ENSG00000125450",4217.711,2817.662,2739,2570.492,1904.963,2057
"ENSG00000125454",1408.653,624.961,913.001,526.158,268.032,500.001
"ENSG00000125457",344.894,255.503,265.399,340.644,213.795,304.049
"ENSG00000125458",2813.908,2219.986,2334.004,1556.602,1288,1762
"ENSG00000125459",2757.011,2834.307,3601.381,2189.237,1884.458,2213.233
"ENSG00000125482",1722.294,1201.248,1142.029,1733.062,1292.295,1331.002
"ENSG00000125484",7882.92,4615.793,5975.683,5027.283,3813.567,4943.938
"ENSG00000125485",5689.461,2529.805,3894.984,2371.131,1259.206,2293.999
"ENSG00000125492",0,0,0,0,1,0
"ENSG00000125498",0,0,0,0,0,0
"ENSG00000125503",5016.068,5846.032,3862.099,4062.363,4992.951,4139.202
"ENSG00000125505",1379.902,1515.708,1455.248,1494.523,1318.81,1797.828
"ENSG00000125508",47,121,250,130,153.091,665
"ENSG00000125510",8.811,16,13.389,14,15,59
"ENSG00000125520",623.365,979.001,622.999,315.999,447.291,492.001
"ENSG00000125531",47,110.999,81,85,173,165
"ENSG00000125533",0,0,0,0,0,0
"ENSG00000125534",678,1314.463,552.999,1083.999,1992.032,1015
"ENSG00000125538",2056.263,451.66,3670.001,52.999,48,166
"ENSG00000125551",107.082,194.702,125,133.293,178.324,87.554
"ENSG00000125571",0,0,0,1,0,0
"ENSG00000125611",536.885,448.353,390.778,547.475,461.991,404.044
"ENSG00000125618",468.002,435.999,475,384.999,394.282,732.002
"ENSG00000125629",2040.89,3740.391,2041.001,2858.716,4075.598,2569.995
"ENSG00000125630",11781.368,4917.776,8319.689,4317.895,1617.061,4026.936
"ENSG00000125631",1,1,0,0,0,1
"ENSG00000125633",6180.333,6273.543,7024.001,5132.062,5458.693,5975.205
"ENSG00000125637",9483.56,7244.748,7549.229,10154.421,7319.91,10992.416
"ENSG00000125648",511.096,1340.634,478.388,618.415,1082.377,725
"ENSG00000125650",340.514,293.164,262.871,270.717,262.813,227.962
"ENSG00000125651",8866.558,5655.753,6439.999,7080.327,5126.698,5816.953
"ENSG00000125652",394.267,466.131,332,588.055,581,533
"ENSG00000125656",2269.675,1771.024,1635.19,1604.636,1314.893,1281.22
"ENSG00000125657",68,92,105,92,188,160
"ENSG00000125675",0,0,0,6,2,1
"ENSG00000125676",12220.744,11027.29,8927.929,9998.731,9902.016,8811.106
"ENSG00000125686",8144.881,6397.886,7502.991,5546.334,4658.891,5893.001
"ENSG00000125691",75429.988,53641.93,53586.864,49668.047,41382.574,41910.882
"ENSG00000125695",0,0,0,0,0,0
"ENSG00000125703",703.148,295.001,391,671.098,312.399,400
"ENSG00000125726",84.001,45,142,29,20,41
"ENSG00000125730",15683.721,6193.39,1266.533,58345.383,22037.941,10239.621
"ENSG00000125731",8590.86,6884.351,7088.063,5684.087,5271.795,6427.591
"ENSG00000125733",7955.622,11787.933,10393.962,5822.075,8601.869,9067.656
"ENSG00000125734",4076.778,3627.972,2828.965,7021.271,5204.969,5313.001
"ENSG00000125735",73.47,113.12,37.306,23.675,29.051,145.514
"ENSG00000125740",12639.684,12788.379,43270.822,4800.643,12412.163,36889.852
"ENSG00000125741",3399.528,2011.117,2415.325,2668.956,1729.979,2757.954
"ENSG00000125743",13729.976,8506.753,9485.999,6885.168,4389.429,6049
"ENSG00000125744",358.061,409.001,279.001,419,476.394,459.999
"ENSG00000125746",1490.92,2990.574,1876.625,2433.111,2917.053,2328.927
"ENSG00000125753",13596.23,14750.535,13799.915,11612.515,10194.73,13788.279
"ENSG00000125755",4147.984,4237.447,3401.72,3185.512,3548.787,3126.124
"ENSG00000125772",3335.734,7596.909,2301.001,8463.541,12440.849,8235.4
"ENSG00000125775",6710.176,14130.981,4114.028,13969.603,19239.254,12772.442
"ENSG00000125779",3000.181,3092.574,3057.509,2386.114,2343.51,3171.98
"ENSG00000125780",3,2,4,4,0,0
"ENSG00000125787",5,13,4,7,5,4
"ENSG00000125788",0,0,0,0,1,0
"ENSG00000125798",9.001,9,14,4,0,7
"ENSG00000125810",377,37,54,83,4,0
"ENSG00000125812",2253.727,1332.574,2372.001,1559.201,1020.165,1935.791
"ENSG00000125813",1,1,0,0,0,1
"ENSG00000125814",1464.001,1431.674,1223.713,1182.791,973.208,1016.905
"ENSG00000125815",0,0,0,0,0,0
"ENSG00000125816",1,0,0,0,0,0
"ENSG00000125817",13649.148,7076.568,10255.043,12110.27,5961.255,11537
"ENSG00000125818",9041.695,5521.951,6473.45,6551.097,3701.588,5631.148
"ENSG00000125820",0,1,0,0,0,0
"ENSG00000125821",2764.908,1347.106,2105.438,1658.669,766.249,1337.959
"ENSG00000125823",13.028,24.396,10.343,5.066,12.25,8
"ENSG00000125826",3472.723,2767.954,2693.12,3514.285,2786.463,2935.237
"ENSG00000125827",4968.11,2328.917,3718.106,4191.035,2035.247,3500.77
"ENSG00000125831",0,0,0,0,0,0
"ENSG00000125834",3977.855,3323.011,3443.003,3720.951,3761.856,4135.988
"ENSG00000125835",28249.266,17664.231,19403.927,14471.123,10023.237,13797.622
"ENSG00000125841",438.033,465.143,432.999,374.021,325.016,353
"ENSG00000125843",990.919,578.402,720.667,1457.952,679.254,1189.519
"ENSG00000125844",18654.05,22634.435,16631.005,26436.574,22128.247,21341.033
"ENSG00000125845",20432.522,26977.094,28273.175,6208.066,26822.319,20651.387
"ENSG00000125846",1115.215,1023.01,737.527,792.464,878.987,611.724
"ENSG00000125848",13491.167,4235.532,10788,3674.39,1001.877,4324.889
"ENSG00000125850",1385.541,1256.992,1019.001,1594.956,1712.577,1701.69
"ENSG00000125851",16.11,25.764,11.257,27.04,16.042,29.185
"ENSG00000125861",0,0,0,0,0,0
"ENSG00000125863",3563.251,2047.884,2402.045,3037.642,1390.993,2323.8
"ENSG00000125864",38,29.098,33.408,48,12.585,49
"ENSG00000125868",21855.484,18290.742,17089.727,30512.991,20510.413,22571.958
"ENSG00000125869",1,0,0,0,4,6
"ENSG00000125870",8109.393,4095.407,6090.101,5347.697,2705.133,4340.994
"ENSG00000125871",1277.026,1188.274,992,1141.291,1063.665,920
"ENSG00000125872",2,0,1,0,0,0
"ENSG00000125875",1864.769,511.063,809.176,1554.096,1007.776,1216.574
"ENSG00000125877",3567.812,1985.609,1978,2450.801,1454.33,1808.001
"ENSG00000125878",3,1,1,3,2,2
"ENSG00000125879",0,2,0,0,0,3
"ENSG00000125885",1684.725,915.788,998.717,1584.186,932.565,1315.703
"ENSG00000125888",0,1,0,0,0,1
"ENSG00000125895",18,30,18,13,40,15
"ENSG00000125898",391.999,910.001,335,568.002,926,662.837
"ENSG00000125900",0,0,0,0,0,0
"ENSG00000125901",4798.997,2470.062,3433.108,2293.99,1225.806,2158
"ENSG00000125903",0,1,0,0,0,0
"ENSG00000125910",15,36,26,8,30,16
"ENSG00000125912",13679.523,11017.192,10550.998,4472.013,4217.566,5177.001
"ENSG00000125931",5.675,2.793,13.221,77.504,24.078,40.916
"ENSG00000125944",87.96,119.712,50.174,81.818,95.724,137.778
"ENSG00000125952",10781.214,7471.058,8591.212,7104.507,5628.229,6790.041
"ENSG00000125954",115.524,216.919,43.588,26.578,114.823,105.598
"ENSG00000125962",1751.883,1586.327,1432,2265.267,1531.984,1739
"ENSG00000125965",51.462,51.098,21.891,52.666,27.807,26.994
"ENSG00000125966",105,137,263,77.014,79,87
"ENSG00000125967",257.006,298.004,217.027,475.001,554.207,564
"ENSG00000125968",19364.453,11392.42,17236.853,24185.053,13006.786,26044.019
"ENSG00000125970",9405.93,6752.425,7391.999,10026.487,7824.386,9138.022
"ENSG00000125971",3301.072,2588.576,2438.752,3502.461,2721.719,3040.967
"ENSG00000125975",0,0,1,0,1,1
"ENSG00000125977",32200.124,19946.438,21833.077,21507.763,14717.061,18277.443
"ENSG00000125991",10299.369,7907.391,6580.553,11181.619,9359.198,8929.715
"ENSG00000125995",2829.244,2068.596,2282,2726.636,1884.945,2244.001
"ENSG00000125997",0,1,0,0,1,0
"ENSG00000125998",72,724.014,153,4,72.015,25
"ENSG00000125999",1970.106,183.189,73.015,11151.666,2661.476,4559.253
"ENSG00000126001",530.273,809.249,382.299,419.46,634.695,371.318
"ENSG00000126003",1415.084,1631.006,1307,1182.246,1356.416,1609
"ENSG00000126005",629.052,978.155,563.355,1166.684,1328.259,993.244
"ENSG00000126010",13.984,11,8,15,20,13
"ENSG00000126012",12030.479,15377.105,10122.252,13336.712,15790.763,14025.012
"ENSG00000126016",1324.477,857.062,906,5277.542,3094.897,3963
"ENSG00000126062",4051.367,3153.109,3160,4908.807,4150.826,4752
"ENSG00000126067",9633.348,6418.476,7300.399,8412.203,4099.126,5773.44
"ENSG00000126070",6472.631,6052.001,5785.554,3797.294,3978.077,4529.985
"ENSG00000126088",2106.775,1608.102,2072.122,1615.2,1303.225,1601.277
"ENSG00000126091",224.17,233.585,242.396,100.064,181.55,154.559
"ENSG00000126106",218.496,152.003,119.091,356.412,243.316,260.999
"ENSG00000126107",1391.691,1499.363,1295.001,1544.995,1615.247,1662
"ENSG00000126214",9723.514,11928.464,9621.809,4979.119,5981.534,5443.682
"ENSG00000126215",434.812,382.304,329.811,217.874,234.135,222.22
"ENSG00000126216",2285.065,1780.192,1911.499,1361.328,978.521,1222.737
"ENSG00000126217",576.997,719.671,742.101,2235.963,1291.371,1494.024
"ENSG00000126218",1,1,1,0,3,2
"ENSG00000126226",6460.24,4511.208,4788,3533.583,2508.789,3441
"ENSG00000126231",0,0,0,0,0,0
"ENSG00000126233",11,2,0,20,1,1
"ENSG00000126243",702.262,638.905,624.994,502.395,373.69,444.166
"ENSG00000126246",15.647,32.669,19.845,18.918,32.316,22.498
